Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,3.0,4.0,6.0,0.4,0.8,3.60738261157692,330.27979370179617,14334.891352340945,54700.14109099294
Config1,3.0,4.0,6.0,0.4,0.9,4.758111852647075,40500.52078481498,21148.33094990293,60392.162656878594
Config1,3.0,4.0,6.0,0.6,0.6,2.3524158605875587,61.390850475549485,4.358550848212221,503.0448787204537
Config1,3.0,4.0,6.0,0.6,0.8,4.769627630652418,21592.059363913053,20387.697320867574,57120.52569586553
Config1,3.0,4.0,6.0,0.6,0.9,4.83967838099296,49138.50012557881,21438.287645727698,58862.289019173986
Config1,3.0,4.0,6.0,0.8,0.6,2.2409235092771302,79.44830661141577,3.138727653707175,389.74381172086754
Config1,3.0,4.0,6.0,0.8,0.8,6.04833815671931,35431.91267801136,21311.471710253238,58820.95333766368
Config1,3.0,4.0,6.0,0.8,0.9,6.097550297033692,50720.058311191664,21663.89835531646,58236.66308226638
Config1,3.5,2.0,4.0,0.4,0.6,2.6066796658213236,74.24202151421309,10403.915320575301,43045.324315863465
Config1,3.5,2.0,4.0,0.4,0.8,3.6883120164805563,30416.89322158441,22694.405493497492,59998.54181033844
Config1,3.5,2.0,4.0,0.4,0.9,3.6941299009406183,49613.95559845507,23531.66224542784,61188.731652699236
Config1,3.5,2.0,4.0,0.6,0.6,3.0855666283930008,148.63727680689192,14956.483104346935,50070.8777328196
Config1,3.5,2.0,4.0,0.6,0.8,3.9706277191583697,42645.21411379096,25013.93202045241,61472.749918741574
Config1,3.5,2.0,4.0,0.6,0.9,4.1059707370867535,51931.03855014647,25453.8791865555,61183.18513317203
Config1,3.5,2.0,4.0,0.8,0.6,9.432584828393571,6887.822535281443,32394.949842120102,60955.92965550656
Config1,3.5,2.0,4.0,0.8,0.8,8.645720776284426,46063.34233689201,34533.04132361931,63220.38896694135
Config1,3.5,2.0,4.0,0.8,0.9,8.091451532308648,52427.90643907274,33993.772255720105,64521.76359277735
Config1,3.5,2.0,5.0,0.4,0.6,2.5145171753205195,62.51366417369699,3787.251672263468,23962.754838004057
Config1,3.5,2.0,5.0,0.4,0.8,3.6230619479881288,14392.57467804619,18749.15043771815,56741.208299044694
Config1,3.5,2.0,5.0,0.4,0.9,3.8293829449216528,47183.01496823614,19953.01895151779,59605.76398366265
Config1,3.5,2.0,5.0,0.6,0.6,2.7058052557145036,91.54875435979181,3926.918614192089,25313.213236311294
Config1,3.5,2.0,5.0,0.6,0.8,3.6965200605940547,37209.46840581956,18123.064132898064,57008.38690002934
Config1,3.5,2.0,5.0,0.6,0.9,3.746196420751143,50567.54285937258,19858.08483512687,60805.079794344565
Config1,3.5,2.0,5.0,0.8,0.6,3.233142875310814,198.35224989453673,4319.802478543838,26758.882045906656
Config1,3.5,2.0,5.0,0.8,0.8,4.142780881141695,43585.45704232898,16908.439373358393,56640.328926485156
Config1,3.5,2.0,5.0,0.8,0.9,4.3044532982613966,52339.51196672575,19142.97426250003,58162.38978516479
Config1,3.5,2.0,6.0,0.4,0.6,2.324689359782556,57.74705648500609,8.593886672609452,737.2282809088709
Config1,3.5,2.0,6.0,0.4,0.8,3.5464261641258608,1271.6805991667486,14400.227762040504,54226.180058901686
Config1,3.5,2.0,6.0,0.4,0.9,3.9595806159688767,45108.16827792439,17044.40365110759,58698.43182628599
Config1,3.5,2.0,6.0,0.6,0.6,2.3357234568116834,73.11174748306675,4.749025736154203,440.62088210964316
Config1,3.5,2.0,6.0,0.6,0.8,3.6242993832214383,30346.675368280678,14110.360429882468,54387.01079245001
Config1,3.5,2.0,6.0,0.6,0.9,3.6930904632509645,50377.83070082749,15968.300046586834,58263.799450202336
Config1,3.5,2.0,6.0,0.8,0.6,2.259140685507667,106.71077263041144,3.328336127787723,391.16428910599006
Config1,3.5,2.0,6.0,0.8,0.8,3.7893162128829077,40149.086566822574,10093.572251105234,50402.68745628577
Config1,3.5,2.0,6.0,0.8,0.9,3.866706023990905,51780.11381911768,12868.315374044045,57392.95672977421
Config1,3.5,3.0,4.0,0.4,0.6,2.599576245125104,74.22692180168988,10428.886392083055,42949.861695130756
Config1,3.5,3.0,4.0,0.4,0.8,3.650648022882367,30534.068361431833,22673.974862132745,60226.354615355005
Config1,3.5,3.0,4.0,0.4,0.9,3.7351467087797077,49866.01175779345,23466.378461269658,61855.0674298547
Config1,3.5,3.0,4.0,0.6,0.6,3.0921789469180325,156.47850602941244,14833.111011872084,49136.24866198655
Config1,3.5,3.0,4.0,0.6,0.8,3.993905587714552,42494.2148349738,25224.593604305934,62022.27020006598
Config1,3.5,3.0,4.0,0.6,0.9,4.21186051270979,51923.44160404971,25847.069616081546,62247.75854377373
Config1,3.5,3.0,4.0,0.8,0.6,8.43586889078501,6544.371169599364,34945.8181849648,62419.43058342105
Config1,3.5,3.0,4.0,0.8,0.8,12.681207063969289,46076.981669898334,33365.714043655375,61394.4187211207
