Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_P(T > 2.0s),sojournTimeU1_vec:vector_P(T > 3.0s),sojournTimeU1_vec:vector_P(T > 4.0s),sojournTimeU2_vec:vector_P(T > 2.0s),sojournTimeU2_vec:vector_P(T > 3.0s),sojournTimeU2_vec:vector_P(T > 4.0s)
Config1,3.0,2.0,6.0,0.6,0.6,0.969202877748824,0.8793002121031727,0.7850882998098268,0.9852605352262421,0.9655951968147057,0.9423036968835152
Config1,3.0,2.0,6.0,0.6,0.8,0.9967300312722049,0.9825491236050283,0.9604265328279178,1.0,1.0,1.0
Config1,3.0,2.0,6.0,0.6,0.9,0.9967410859834678,0.9813932442171472,0.9613265835242001,1.0,1.0,1.0
Config1,3.0,2.0,6.0,0.8,0.6,0.9640031353950073,0.8872949350206165,0.81715458356487,0.9764061205446477,0.9478780835883872,0.9133559360445963
Config1,3.0,2.0,6.0,0.8,0.8,0.9984093373711148,0.9881622973101991,0.9734101165233171,1.0,1.0,1.0
Config1,3.0,2.0,6.0,0.8,0.9,0.9983892495613907,0.9887155688007301,0.9746942040838246,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.4,0.6,0.9866922205497337,0.9058351051910514,0.8043525506181957,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.4,0.8,0.9971488881580769,0.9818723466337352,0.9598727572484609,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.4,0.9,0.9983736878038263,0.9836845247704167,0.9608844005727578,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.6,0.6,0.9929267169088403,0.9479516888788077,0.8871588518909063,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.6,0.8,0.9991246630722865,0.994554781230027,0.986674263827462,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.6,0.9,0.9988967646766357,0.9934946119607094,0.9846739511884113,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.8,0.6,0.9996277845582594,0.9980475140622374,0.9959522709406889,1.0,1.0,1.0
Config1,3.0,3.0,4.0,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
